,participant,valence_diff,arousal_diff,mood_valence,mood_arousal,age,race,gender,key
14339,275,0.0996677740863787,-0.8438538205980066,-2.0,-1.0,64,Caucasian (or White),Female,1
14340,0,0.1362126245847177,-0.5481727574750828,0.0,-1.0,22,Caucasian (or White),Female,0
14341,13,1.2790697674418603,0.1328903654485049,1.0,0.0,33,Caucasian (or White),Female,0
14342,149,-1.7408637873754151,0.9900332225913622,0.0,0.0,49,African American (or Black),Male,1
14343,209,0.2358803986710964,0.6345514950166113,2.0,2.0,25,African American (or Black),Male,0
14344,289,-1.0332225913621262,-1.26578073089701,0.0,0.0,47,African American (or Black),Female,0
14345,72,-0.4950166112956808,0.1827242524916941,-1.0,-1.0,64,Caucasian (or White),Female,1
14346,236,2.0963455149501664,-0.1794019933554818,-2.0,2.0,68,Hispanic,Female,0
14347,4,1.9833887043189369,-0.3122923588039867,-2.0,0.0,29,Caucasian (or White),Female,1
14348,58,-0.1727574750830567,-0.1627906976744189,1.0,0.0,24,Caucasian (or White),Female,0
14349,23,1.0564784053156149,0.4119601328903655,-2.0,0.0,21,Caucasian (or White),Female,0
14350,281,-1.1229235880398667,0.2790697674418605,0.0,0.0,35,African American (or Black),Female,1
14351,283,-0.2093023255813952,0.1827242524916945,-1.0,0.0,60,Caucasian (or White),Male,0
14352,127,0.3255813953488373,0.6578073089700998,-2.0,-2.0,65,Caucasian (or White),Female,0
14353,297,0.8704318936877073,-0.6112956810631229,0.0,1.0,35,Asian American (or Pacific Islander),Female,0
14354,100,0.2491694352159468,0.4385382059800666,-2.0,0.0,21,Caucasian (or White),Male,1
14355,215,1.039867109634551,-1.3687707641196014,-1.0,-1.0,42,African American (or Black),Female,0
14356,214,0.8006644518272426,-1.3189368770764118,0.0,-1.0,65,Caucasian (or White),Male,1
14357,52,-1.2026578073089702,0.1096345514950165,0.0,-1.0,23,Caucasian (or White),Female,1
14358,86,-1.3554817275747508,0.3156146179401995,0.0,0.0,53,Caucasian (or White),Female,0
14359,257,0.6411960132890364,0.8970099667774085,1.0,1.0,73,Native American (or American Indian),Male,1
14360,99,0.8704318936877076,-0.1162790697674416,2.0,2.0,56,Asian American (or Pacific Islander),Male,1
14361,123,0.3089700996677744,-1.219269102990033,0.0,0.0,54,Caucasian (or White),Female,0
14362,183,0.5714285714285712,-1.3953488372093024,-1.0,-1.0,62,Caucasian (or White),Male,0
14363,126,0.388704318936877,-0.830564784053156,-2.0,-1.0,24,African American (or Black),Male,0
14364,239,-0.1727574750830567,0.6710963455149503,2.0,1.0,58,Caucasian (or White),Male,0
14365,243,-0.1926910299003319,0.9734219269102988,2.0,2.0,63,Caucasian (or White),Female,0
14366,241,-1.9900332225913624,0.8405315614617943,1.0,0.0,64,African American (or Black),Female,0
14367,126,-2.069767441860465,0.0830564784053153,-2.0,0.0,24,African American (or Black),Male,1
14368,84,-1.5249169435215946,1.6777408637873754,2.0,0.0,31,Mixed race or ethnicity,Female,0
14369,100,0.8438538205980066,0.0598006644518274,-1.0,0.0,21,Caucasian (or White),Male,0
14370,224,-0.5548172757475083,1.421926910299003,2.0,1.0,26,Caucasian (or White),Male,1
14371,16,1.5780730897009967,-0.2259136212624586,-2.0,1.0,32,African American (or Black),Male,1
14372,56,-0.1827242524916941,-0.946843853820598,0.0,-1.0,70,African American (or Black),Transgender,0
14373,206,-0.6445182724252492,0.5813953488372094,0.0,0.0,51,Caucasian (or White),Male,0
14374,148,0.8471760797342189,-0.5382059800664454,-2.0,-1.0,59,Hispanic American (or Latino),Female,1
14375,84,-0.1860465116279068,-1.6212624584717608,0.0,-2.0,31,Mixed race or ethnicity,Female,1
14376,103,-0.8770764119601329,0.4784053156146179,0.0,-2.0,30,Caucasian (or White),Male,1
14377,252,0.4352159468438534,-0.2956810631229234,0.0,0.0,59,Hispanic American (or Latino),Female,1
14378,150,-2.069767441860465,0.0830564784053153,1.0,1.0,63,Caucasian (or White),Female,0
14379,246,0.3654485049833886,-0.5880398671096345,2.0,2.0,47,African American (or Black),Male,1
14380,232,0.9767441860465116,-0.6578073089700998,-1.0,0.0,68,Caucasian (or White),Male,1
14381,133,-2.169435215946844,-0.7441860465116279,0.0,0.0,73,Caucasian (or White),Male,0
14382,65,1.5481727574750828,0.0930232558139536,-1.0,1.0,74,African American (or Black),Female,1
14383,253,-1.853820598006644,1.2026578073089702,1.0,0.0,44,Asian American (or Pacific Islander),Male,1
14384,18,-0.3853820598006643,0.4983388704318936,0.0,0.0,44,Caucasian (or White),Female,1
14385,296,-1.0498338870431891,-0.6710963455149503,1.0,0.0,27,African American (or Black),Male,1
14386,16,1.478405315614618,-0.830564784053156,-2.0,1.0,32,African American (or Black),Male,0
14387,79,0.1196013289036543,0.0232558139534884,1.0,1.0,29,Caucasian (or White),Male,1
14388,4,-0.913621262458472,0.1229235880398671,-2.0,0.0,29,Caucasian (or White),Female,0
14389,52,-0.1627906976744184,-1.2259136212624586,0.0,-1.0,23,Caucasian (or White),Female,0
14390,280,1.611295681063123,-0.2093023255813957,0.0,-1.0,53,Caucasian (or White),Female,1
14391,191,0.4784053156146179,0.1627906976744184,-1.0,-1.0,70,Native American (or American Indian),Male,0
14392,118,0.0332225913621262,0.388704318936877,-1.0,0.0,59,Caucasian (or White),Female,0
14393,32,0.5448504983388704,-1.3488372093023258,1.0,0.0,29,Caucasian (or White),Female,0
14394,174,-1.7375415282392026,1.5282392026578075,0.0,1.0,27,Caucasian (or White),Male,1
14395,132,-1.219269102990033,0.5847176079734222,0.0,-1.0,31,Prefer not to answer,Male,1
14396,278,-0.2358803986710964,-0.7076411960132889,-1.0,-1.0,55,Caucasian (or White),Male,1
14397,10,-0.3554817275747508,-0.2624584717607976,1.0,-1.0,24,Caucasian (or White),Female,1
14398,211,-1.8172757475083052,0.0564784053156146,0.0,0.0,26,Caucasian (or White),Female,0
14399,72,-0.6046511627906979,1.2026578073089702,-2.0,0.0,64,Caucasian (or White),Female,0
14400,57,-0.6312292358803986,-0.4451827242524917,1.0,1.0,38,Caucasian (or White),Male,0
14401,234,0.9601328903654482,-0.0332225913621262,1.0,0.0,48,Caucasian (or White),Male,0
14402,135,-0.6013289036544849,0.5415282392026577,0.0,0.0,54,Caucasian (or White),Male,0
14403,57,-0.3388704318936877,-1.0166112956810631,0.0,0.0,38,Caucasian (or White),Male,0
14404,297,1.9069767441860463,-0.2059800664451829,0.0,1.0,35,Asian American (or Pacific Islander),Female,0
14405,129,-0.5016611295681062,0.2059800664451829,1.0,1.0,50,Caucasian (or White),Female,0
14406,164,-0.913621262458472,0.8837209302325584,-2.0,0.0,59,Caucasian (or White),Female,0
14407,167,0.8338870431893688,0.0465116279069768,0.0,0.0,23,Caucasian (or White),Male,1
14408,298,-0.8803986710963452,0.956810631229236,0.0,-2.0,25,Asian American (or Pacific Islander),Female,1
14409,294,-0.9335548172757476,-0.272425249169435,-1.0,-1.0,28,Asian American (or Pacific Islander),Male,1
14410,153,-0.0332225913621262,1.0764119601328903,0.0,0.0,60,Caucasian (or White),Male,1
14411,149,0.0398671096345517,0.3322259136212624,2.0,2.0,49,African American (or Black),Male,1
14412,149,-1.3222591362126246,0.558139534883721,0.0,0.0,49,African American (or Black),Male,1
14413,96,0.5880398671096345,-0.6179401993355484,0.0,0.0,71,Caucasian (or White),Female,1
14414,247,-0.6245847176079731,0.9900332225913622,-2.0,-1.0,26,Caucasian (or White),Female,1
14415,46,-0.9966777408637872,0.7441860465116279,-1.0,-2.0,22,Hispanic American (or Latino),Gender queer/Gender nonconforming,0
14416,19,-1.2823920265780728,0.691029900332226,1.0,0.0,23,Caucasian (or White),Female,1
14417,132,0.7275747508305646,-0.4019933554817276,0.0,-1.0,31,Prefer not to answer,Male,1
14418,115,0.1528239202657806,-0.8039867109634553,1.0,-1.0,46,Caucasian (or White),Male,0
14419,233,-1.2890365448504983,-1.1262458471760797,-1.0,1.0,65,Caucasian (or White),Male,1
14420,146,0.6411960132890364,-2.029900332225914,1.0,0.0,62,Asian American (or Pacific Islander),Male,0
14421,48,1.2159468438538203,-1.1362126245847175,0.0,-1.0,52,Caucasian (or White),Female,1
14422,165,1.5215946843853818,-0.823920265780731,0.0,0.0,34,Asian American (or Pacific Islander),Male,1
14423,234,0.8770764119601329,1.1860465116279073,1.0,0.0,48,Caucasian (or White),Male,0
14424,145,1.2159468438538208,-0.9734219269102988,1.0,1.0,27,Caucasian (or White),Male,0
14425,181,-1.4186046511627906,0.4152823920265782,-1.0,-2.0,28,Caucasian (or White),Male,0
14426,246,-0.0232558139534884,-0.102990033222591,1.0,2.0,47,African American (or Black),Male,1
14427,11,0.0996677740863787,-0.8438538205980066,-2.0,0.0,49,Caucasian (or White),Female,0
14428,79,0.1794019933554818,-0.2159468438538208,1.0,1.0,29,Caucasian (or White),Male,1
14429,140,0.4086378737541527,0.036544850498339,-1.0,-1.0,70,Caucasian (or White),Female,0
14430,250,0.3654485049833886,-0.5880398671096345,-1.0,0.0,24,African American (or Black),Male,0
14431,243,0.8272425249169437,-0.1461794019933555,2.0,2.0,63,Caucasian (or White),Female,1
14432,225,-1.26578073089701,0.8903654485049834,0.0,-1.0,60,Caucasian (or White),Male,1
14433,12,1.3189368770764118,-0.315614617940199,0.0,0.0,20,African American (or Black),Female,0
14434,275,-1.3322259136212624,0.116279069767442,-1.0,0.0,64,Caucasian (or White),Female,0
14435,89,1.6179401993355482,-0.3421926910299002,1.0,1.0,40,Caucasian (or White),Female,0
14436,226,1.086378737541528,0.9900332225913622,0.0,-2.0,37,Caucasian (or White),Female,1
14437,129,-0.9435215946843852,0.6212624584717608,1.0,1.0,50,Caucasian (or White),Female,0
14438,0,0.0897009966777409,0.1196013289036548,0.0,-1.0,22,Caucasian (or White),Female,0
14439,172,-0.5016611295681064,0.1063122923588038,0.0,-1.0,49,Asian American (or Pacific Islander),Female,1
14440,202,-1.4086378737541532,-0.691029900332226,1.0,1.0,25,Mixed race or ethnicity,Female,1
14441,8,0.8870431893687707,1.0764119601328903,-2.0,-2.0,28,Asian American (or Pacific Islander),Female,1
14442,270,0.6411960132890364,-2.029900332225914,0.0,0.0,60,Caucasian (or White),Male,0
14443,105,-0.6910299003322258,0.2591362126245848,1.0,0.0,23,Caucasian (or White),Male,0
14444,154,1.2325581395348837,-0.6112956810631229,1.0,1.0,47,Caucasian (or White),Male,1
14445,47,-0.0265780730897007,0.6777408637873754,-1.0,0.0,54,Caucasian (or White),Female,0
14446,133,-1.4950166112956813,-1.2159468438538208,-1.0,0.0,73,Caucasian (or White),Male,0
14447,117,0.0033222591362127,0.6112956810631229,0.0,0.0,41,Asian American (or Pacific Islander),Female,0
14448,204,2.1129568106312293,0.7973421926910302,-2.0,0.0,46,Caucasian (or White),Male,1
14449,42,1.7408637873754151,-0.9900332225913622,2.0,0.0,61,Caucasian (or White),Female,1
14450,133,-0.0498338870431895,-0.3953488372093026,0.0,-1.0,73,Caucasian (or White),Male,1
14451,68,-2.2790697674418605,-0.079734219269103,-2.0,0.0,60,Caucasian (or White),Female,1
14452,21,-0.6411960132890364,-0.8970099667774085,1.0,0.0,45,Caucasian (or White),Female,0
14453,73,-0.0863787375415281,-0.2292358803986713,0.0,0.0,66,Caucasian (or White),Male,1
14454,62,0.5282392026578075,1.0265780730897012,0.0,0.0,29,Caucasian (or White),Male,1
14455,75,1.4186046511627906,-1.3189368770764118,-1.0,0.0,27,Asian American (or Pacific Islander),Female,0
14456,295,1.558139534883721,0.6212624584717608,0.0,0.0,25,African American (or Black),Male,1
14457,25,-0.0564784053156146,0.2691029900332222,-1.0,-1.0,28,African American (or Black),Female,1
14458,224,0.1295681063122922,-0.3222591362126246,1.0,-1.0,26,Caucasian (or White),Male,1
14459,190,-0.757475083056478,0.7607973421926912,0.0,0.0,64,Caucasian (or White),Female,0
14460,268,2.189368770764119,-0.867109634551495,1.0,0.0,54,Caucasian (or White),Female,0
14461,133,-1.2059800664451827,0.9767441860465116,-1.0,0.0,73,Caucasian (or White),Male,1
14462,45,-0.5116279069767442,0.2724252491694354,0.0,0.0,65,Caucasian (or White),Female,0
14463,126,-1.2857142857142856,-0.2657807308970099,-2.0,1.0,24,African American (or Black),Male,0
14464,218,-0.3787375415282392,-0.7541528239202657,1.0,2.0,41,Caucasian (or White),Male,0
14465,4,-1.016611295681063,1.4119601328903657,-2.0,0.0,29,Caucasian (or White),Female,0
14466,202,0.5946843853820596,-0.9069767441860468,0.0,1.0,25,Mixed race or ethnicity,Female,0
14467,123,0.0132890365448505,-0.1428571428571428,1.0,2.0,54,Caucasian (or White),Female,1
14468,219,1.5016611295681062,-0.5548172757475083,1.0,0.0,61,Caucasian (or White),Male,0
14469,65,-0.946843853820598,-0.4152823920265782,-2.0,1.0,74,African American (or Black),Female,1
14470,134,-2.3720930232558137,0.6079734219269102,0.0,0.0,28,Caucasian (or White),Male,0
14471,39,0.5880398671096345,-0.9933554817275748,-2.0,0.0,57,African American (or Black),Female,1
14472,287,-0.5681063122923589,0.7242524916943522,0.0,0.0,61,Caucasian (or White),Male,0
14473,225,-0.6976744186046511,-1.2591362126245849,0.0,0.0,60,Caucasian (or White),Male,0
14474,219,0.5249169435215948,-0.1295681063122926,1.0,0.0,61,Caucasian (or White),Male,0
14475,14,1.2325581395348837,-0.6112956810631229,0.0,0.0,62,Caucasian (or White),Female,1
14476,116,-0.6943521594684383,-0.750830564784053,1.0,0.0,46,Caucasian (or White),Female,1
14477,68,1.5249169435215946,-1.6777408637873754,-2.0,0.0,60,Caucasian (or White),Female,0
14478,59,0.3421926910299002,-1.9534883720930236,2.0,1.0,30,Asian American (or Pacific Islander),Male,0
14479,131,-1.7740863787375414,-0.2823920265780733,-2.0,0.0,48,Caucasian (or White),Female,0
14480,0,0.9667774086378738,-0.8039867109634553,0.0,-1.0,22,Caucasian (or White),Female,0
14481,1,-1.2093023255813953,1.7142857142857144,0.0,0.0,51,African American (or Black),Female,1
14482,38,0.5049833887043191,1.2259136212624586,-2.0,-1.0,69,African American (or Black),Female,0
14483,297,1.0465116279069764,0.1993355481727574,1.0,1.0,35,Asian American (or Pacific Islander),Female,1
14484,204,-1.6777408637873754,-0.1727574750830562,-2.0,0.0,46,Caucasian (or White),Male,1
14485,100,-0.9734219269102988,1.6245847176079735,-2.0,0.0,21,Caucasian (or White),Male,1
14486,158,0.036544850498339,-0.3554817275747508,0.0,2.0,44,African American (or Black),Male,0
14487,223,2.461794019933554,-0.0299003322259134,0.0,0.0,40,Caucasian (or White),Male,1
14488,53,0.1029900332225914,-0.7308970099667773,0.0,0.0,60,Asian American (or Pacific Islander),Female,1
14489,212,-1.342192691029901,-0.0465116279069768,-2.0,-1.0,55,Asian American (or Pacific Islander),Male,0
14490,215,1.255813953488372,-1.169435215946844,-1.0,-1.0,42,African American (or Black),Female,0
14491,105,-1.2026578073089702,0.1096345514950165,1.0,0.0,23,Caucasian (or White),Male,1
14492,171,1.617940199335548,-0.1129568106312293,2.0,1.0,62,Caucasian (or White),Male,1
14493,46,-0.282392026578073,-0.1362126245847177,-1.0,-1.0,22,Hispanic American (or Latino),Gender queer/Gender nonconforming,1
14494,273,-0.1993355481727574,-0.2757475083056477,1.0,0.0,40,Caucasian (or White),Male,0
14495,74,0.7109634551495017,0.1794019933554818,0.0,-1.0,39,Caucasian (or White),Female,0
14496,243,-0.9667774086378738,0.8139534883720931,2.0,2.0,63,Caucasian (or White),Female,0
14497,193,-1.558139534883721,-0.3056478405315617,0.0,1.0,31,Caucasian (or White),Gender queer/Gender nonconforming,0
14498,286,-0.3787375415282392,0.6312292358803986,0.0,0.0,64,Caucasian (or White),Male,1
14499,33,0.4053156146179399,-0.2093023255813957,1.0,1.0,30,Caucasian (or White),Male,1
14500,239,0.6245847176079735,-0.6578073089700998,0.0,0.0,58,Caucasian (or White),Male,1
14501,241,0.8405315614617939,-0.4119601328903655,0.0,0.0,64,African American (or Black),Female,1
14502,84,2.2857142857142856,-0.8372093023255816,0.0,-1.0,31,Mixed race or ethnicity,Female,1
14503,239,0.5747508305647839,-0.9235880398671096,2.0,1.0,58,Caucasian (or White),Male,0
14504,2,1.7906976744186047,-0.0099667774086378,1.0,-1.0,29,Caucasian (or White),Male,0
14505,32,1.7840531561461794,-1.0,1.0,0.0,29,Caucasian (or White),Female,1
14506,223,0.5481727574750832,-0.3189368770764123,1.0,1.0,40,Caucasian (or White),Male,0
14507,33,1.7707641196013288,-1.7142857142857144,1.0,1.0,30,Caucasian (or White),Male,1
14508,240,0.2757475083056477,-0.5282392026578075,0.0,2.0,54,Caucasian (or White),Male,0
14509,277,0.3122923588039867,0.3687707641196012,-2.0,0.0,36,African American (or Black),Male,1
14510,175,-1.0730897009966776,0.4950166112956808,0.0,-2.0,24,Caucasian (or White),Male,1
14511,4,1.2026578073089702,-0.1096345514950165,-2.0,0.0,29,Caucasian (or White),Female,1
14512,63,-1.382059800664452,-0.7475083056478407,-1.0,0.0,32,African American (or Black),Female,1
14513,222,-1.926910299003322,0.2790697674418605,1.0,-1.0,63,Caucasian (or White),Male,0
14514,43,0.7375415282392024,-0.8205980066445182,0.0,1.0,38,Caucasian (or White),Female,1
14515,220,0.9235880398671096,-1.5514950166112955,-1.0,-1.0,36,African American (or Black),Male,0
14516,271,-1.5481727574750828,1.0332225913621262,0.0,0.0,42,Asian American (or Pacific Islander),Female,0
14517,8,-0.5448504983388704,-0.1528239202657806,-2.0,1.0,28,Asian American (or Pacific Islander),Female,0
14518,29,1.1262458471760797,-1.096345514950166,-1.0,-1.0,23,Caucasian (or White),Gender queer/Gender nonconforming,1
14519,229,-1.1229235880398667,0.2790697674418605,0.0,-1.0,27,African American (or Black),Male,1
14520,3,-0.6478405315614619,-0.8106312292358802,0.0,-1.0,24,Mixed race or ethnicity,Female,0
14521,189,0.0697674418604652,0.0963455149501664,0.0,0.0,59,Caucasian (or White),Male,0
14522,146,0.2591362126245848,0.4451827242524917,0.0,0.0,62,Asian American (or Pacific Islander),Male,0
14523,83,1.3920265780730898,-0.4617940199335546,1.0,0.0,23,Caucasian (or White),Male,1
14524,186,1.0897009966777405,-1.1395348837209305,-2.0,0.0,33,African American (or Black),Male,0
14525,77,0.0930232558139534,1.0531561461794023,2.0,2.0,43,Caucasian (or White),Female,0
14526,4,-0.1926910299003323,0.3023255813953489,-2.0,0.0,29,Caucasian (or White),Female,0
14527,158,0.6212624584717608,0.1362126245847177,-1.0,0.0,44,African American (or Black),Male,1
14528,128,0.0232558139534884,-0.1993355481727574,1.0,1.0,32,Caucasian (or White),Female,0
14529,9,-1.4485049833887045,0.8770764119601329,1.0,1.0,37,Caucasian (or White),Female,1
14530,140,0.5813953488372094,0.0697674418604648,0.0,0.0,70,Caucasian (or White),Female,1
14531,3,-0.0631229235880397,-0.2857142857142856,0.0,-1.0,24,Mixed race or ethnicity,Female,0
14532,62,0.1694352159468435,0.2325581395348837,0.0,0.0,29,Caucasian (or White),Male,1
14533,214,1.3554817275747508,-0.8372093023255816,-1.0,0.0,65,Caucasian (or White),Male,0
14534,173,-0.5282392026578071,1.1395348837209305,-1.0,-1.0,67,Caucasian (or White),Male,1
14535,193,0.9601328903654484,-0.9401993355481726,0.0,1.0,31,Caucasian (or White),Gender queer/Gender nonconforming,0
14536,4,0.3853820598006643,0.212624584717608,-2.0,0.0,29,Caucasian (or White),Female,1
14537,51,1.5481727574750828,-1.0332225913621262,-1.0,0.0,23,African American (or Black),Female,0
14538,181,-1.169435215946844,0.1827242524916945,-1.0,-1.0,28,Caucasian (or White),Male,1
14539,42,-0.1794019933554818,-0.1627906976744189,2.0,1.0,61,Caucasian (or White),Female,1
14540,14,1.893687707641196,-0.6677740863787376,0.0,0.0,62,Caucasian (or White),Female,1
14541,17,-0.5548172757475083,1.421926910299003,2.0,2.0,31,Prefer not to answer,Female,0
14542,90,1.4551495016611296,-0.8936877076411962,1.0,0.0,28,Caucasian (or White),Male,0
14543,48,0.4451827242524917,0.2093023255813952,0.0,0.0,52,Caucasian (or White),Female,1
14544,266,0.4883720930232558,0.0897009966777409,0.0,0.0,60,Caucasian (or White),Female,0
14545,123,2.3687707641196014,0.6578073089700998,1.0,2.0,54,Caucasian (or White),Female,1
14546,298,1.697674418604651,-0.4385382059800662,0.0,-1.0,25,Asian American (or Pacific Islander),Female,1
14547,61,0.2624584717607974,-0.3554817275747508,1.0,0.0,59,Caucasian (or White),Male,1
14548,42,-0.106312292358804,0.3588039867109636,2.0,0.0,61,Caucasian (or White),Female,0
14549,70,1.0299003322259137,0.1993355481727574,-1.0,0.0,34,Caucasian (or White),Male,0
14550,96,-0.3289036544850496,0.1794019933554818,0.0,0.0,71,Caucasian (or White),Female,0
14551,126,-0.6345514950166113,-0.9734219269102992,-2.0,1.0,24,African American (or Black),Male,0
14552,119,-0.0033222591362127,-0.4717607973421929,-2.0,-1.0,67,African American (or Black),Female,1
14553,159,-1.451827242524917,0.0465116279069768,-2.0,-2.0,48,Caucasian (or White),Male,0
14554,174,1.0033222591362128,-0.4684385382059801,0.0,1.0,27,Caucasian (or White),Male,0
14555,202,-2.232558139534884,-0.3488372093023257,0.0,1.0,25,Mixed race or ethnicity,Female,0
14556,202,-2.1926910299003324,0.1495016611295683,1.0,1.0,25,Mixed race or ethnicity,Female,0
14557,169,-0.7906976744186047,1.3156146179401995,1.0,1.0,49,African American (or Black),Male,1
14558,24,-0.8438538205980066,-0.2225913621262458,0.0,-1.0,27,African American (or Black),Female,1
14559,152,1.362126245847176,-0.3588039867109636,2.0,1.0,58,Caucasian (or White),Female,0
14560,189,1.714285714285714,-0.1627906976744184,0.0,0.0,59,Caucasian (or White),Male,1
14561,7,1.9933554817275745,0.7508305647840534,-1.0,0.0,63,Caucasian (or White),Female,1
14562,114,0.6378737541528239,0.0697674418604652,1.0,1.0,55,African American (or Black),Female,0
14563,194,1.3289036544850497,-0.3754152823920265,1.0,2.0,42,Caucasian (or White),Male,1
14564,288,2.016611295681063,-0.6877076411960132,0.0,0.0,60,Caucasian (or White),Male,0
14565,166,0.8338870431893688,-0.1926910299003323,-1.0,-1.0,66,Caucasian (or White),Female,1
14566,220,1.5714285714285712,-1.338870431893688,-2.0,-1.0,36,African American (or Black),Male,1
14567,53,-2.033222591362126,1.418604651162791,1.0,0.0,60,Asian American (or Pacific Islander),Female,0
14568,11,0.7607973421926908,-0.691029900332226,-2.0,0.0,49,Caucasian (or White),Female,1
14569,274,0.2691029900332222,0.0,0.0,-1.0,58,Caucasian (or White),Female,1
14570,117,0.1063122923588042,0.7142857142857144,-1.0,1.0,41,Asian American (or Pacific Islander),Female,1
14571,6,-0.9534883720930232,1.6611295681063123,-2.0,2.0,24,Caucasian (or White),Gender queer/Gender nonconforming,1
14572,100,-1.2790697674418603,-0.1328903654485049,-2.0,0.0,21,Caucasian (or White),Male,1
14573,299,-0.1295681063122922,-1.4119601328903657,0.0,-2.0,32,African American (or Black),Male,0
14574,66,-0.7973421926910298,1.169435215946844,0.0,0.0,64,Caucasian (or White),Female,1
14575,143,0.3122923588039867,0.7707641196013291,0.0,0.0,60,Caucasian (or White),Male,0
14576,38,0.946843853820598,-0.6710963455149499,-1.0,-1.0,69,African American (or Black),Female,1
14577,180,1.169435215946844,0.6146179401993352,0.0,-1.0,59,Caucasian (or White),Female,1
14578,26,0.9534883720930236,0.0398671096345513,-2.0,0.0,49,Caucasian (or White),Female,1
14579,264,-1.2624584717607972,0.9501661129568107,0.0,-2.0,40,Caucasian (or White),Female,0
14580,30,-1.2857142857142856,1.176079734219269,-2.0,1.0,36,Caucasian (or White),Male,1
14581,36,-1.6345514950166111,1.0033222591362128,2.0,1.0,49,Caucasian (or White),Female,0
14582,259,-1.2890365448504983,-1.1262458471760797,1.0,0.0,41,African American (or Black),Female,0
14583,67,-1.2026578073089702,0.1096345514950165,-2.0,2.0,57,Caucasian (or White),Female,1
14584,265,1.2159468438538208,1.043189368770764,0.0,-1.0,22,Caucasian (or White),Gender queer/Gender nonconforming,1
14585,297,-1.7740863787375414,-0.2823920265780733,0.0,1.0,35,Asian American (or Pacific Islander),Female,1
14586,227,0.0232558139534884,-0.3056478405315617,0.0,-1.0,32,Caucasian (or White),Female,1
14587,204,0.2292358803986713,0.6810631229235882,-2.0,1.0,46,Caucasian (or White),Male,1
14588,61,-0.2225913621262458,-0.0897009966777409,1.0,0.0,59,Caucasian (or White),Male,0
14589,273,0.2358803986710964,0.3421926910299007,0.0,0.0,40,Caucasian (or White),Male,1
14590,256,-0.687707641196013,0.8704318936877078,1.0,1.0,59,Hispanic American (or Latino),Female,0
14591,132,-0.8272425249169437,0.1461794019933555,0.0,-1.0,31,Prefer not to answer,Male,1
14592,289,-1.308970099667774,1.6345514950166111,0.0,0.0,47,African American (or Black),Female,0
14593,72,-1.0332225913621262,0.5714285714285716,-2.0,0.0,64,Caucasian (or White),Female,1
14594,281,0.116279069767442,0.212624584717608,0.0,0.0,35,African American (or Black),Female,0
14595,161,0.7076411960132889,0.6079734219269102,1.0,-1.0,36,African American (or Black),Male,1
14596,273,0.0299003322259134,-0.4318936877076411,0.0,0.0,40,Caucasian (or White),Male,0
14597,276,-0.2524916943521593,1.9966777408637877,0.0,-1.0,43,Caucasian (or White),Female,1
14598,274,-0.7641196013289038,0.0631229235880397,-1.0,-1.0,58,Caucasian (or White),Female,0
14599,119,0.1029900332225914,-0.7308970099667773,-2.0,-1.0,67,African American (or Black),Female,1
14600,205,1.7209302325581397,-0.691029900332226,0.0,1.0,84,Caucasian (or White),Male,1
14601,148,-0.7774086378737541,1.6511627906976742,-1.0,0.0,59,Hispanic American (or Latino),Female,0
14602,15,-1.2790697674418603,-0.3920265780730898,0.0,-1.0,47,Caucasian (or White),Female,0
14603,55,-0.1196013289036543,-0.0232558139534884,0.0,-1.0,44,Caucasian (or White),Female,1
14604,284,0.9102990033222592,-1.0465116279069768,0.0,0.0,49,Caucasian (or White),Male,1
14605,28,0.5780730897009967,0.6677740863787376,1.0,0.0,44,Caucasian (or White),Female,1
14606,218,-0.8671096345514948,1.0863787375415286,1.0,0.0,41,Caucasian (or White),Male,1
14607,52,1.2159468438538208,1.043189368770764,0.0,-1.0,23,Caucasian (or White),Female,1
14608,6,-1.471760797342193,1.212624584717608,-2.0,2.0,24,Caucasian (or White),Gender queer/Gender nonconforming,1
14609,77,-0.6245847176079731,0.9900332225913622,1.0,1.0,43,Caucasian (or White),Female,1
14610,123,-0.2624584717607972,-0.2956810631229234,0.0,0.0,54,Caucasian (or White),Female,0
14611,33,1.1262458471760797,-1.096345514950166,0.0,1.0,30,Caucasian (or White),Male,0
14612,30,-0.3953488372093021,1.5481727574750832,-2.0,1.0,36,Caucasian (or White),Male,0
14613,60,0.3554817275747508,0.2624584717607976,0.0,0.0,27,Caucasian (or White),Female,0
14614,177,-1.4219269102990033,-0.1063122923588038,-2.0,2.0,60,Caucasian (or White),Male,0
14615,299,-0.4219269102990033,-0.5448504983388704,0.0,-2.0,32,African American (or Black),Male,1
14616,178,-1.219269102990033,-0.0199335548172756,-1.0,-1.0,24,Caucasian (or White),Male,1
14617,108,-0.116279069767442,1.0465116279069764,-2.0,-1.0,30,Caucasian (or White),Female,0
14618,112,-0.3355481727574751,-0.2990033222591366,-1.0,-1.0,41,Asian American (or Pacific Islander),Male,0
14619,92,-1.1428571428571428,-0.7209302325581399,-2.0,1.0,64,Caucasian (or White),Female,0
14620,49,-1.8770764119601329,0.3488372093023257,0.0,-1.0,46,Caucasian (or White),Female,0
14621,50,0.1295681063122922,-0.2524916943521593,0.0,0.0,45,Caucasian (or White),Male,1
14622,139,1.232558139534884,0.212624584717608,-2.0,-2.0,71,Caucasian (or White),Male,1
14623,178,0.7973421926910302,-0.043189368770764,0.0,-2.0,24,Caucasian (or White),Male,1
